[ 2012-03-19T10:15:12+08:00 ] /www/read/ | INFO: Tag[ app_begin ] --START--
[ 2012-03-19T10:15:12+08:00 ] /www/read/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001957s ]
[ 2012-03-19T10:15:12+08:00 ] /www/read/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002133s ]
[ 2012-03-19T10:15:12+08:00 ] /www/read/ | INFO: Tag[ view_template ] --START--
[ 2012-03-19T10:15:12+08:00 ] /www/read/ | INFO: Run LocationTemplate Behavior [ RunTime:0.003047s ]
[ 2012-03-19T10:15:12+08:00 ] /www/read/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.003165s ]
[ 2012-03-19T10:15:12+08:00 ] /www/read/ | INFO: Tag[ view_parse ] --START--
[ 2012-03-19T10:15:12+08:00 ] /www/read/ | INFO: Run ParseTemplate Behavior [ RunTime:0.028674s ]
[ 2012-03-19T10:15:12+08:00 ] /www/read/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.028783s ]
[ 2012-03-19T10:15:12+08:00 ] /www/read/ | INFO: Tag[ view_filter ] --START--
[ 2012-03-19T10:15:12+08:00 ] /www/read/ | INFO: Run ContentReplace Behavior [ RunTime:0.001661s ]
[ 2012-03-19T10:15:12+08:00 ] /www/read/ | INFO: Run TokenBuild Behavior [ RunTime:0.003005s ]
[ 2012-03-19T10:15:12+08:00 ] /www/read/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.002497s ]
[ 2012-03-19T10:15:12+08:00 ] /www/read/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001799s ]
[ 2012-03-19T10:15:12+08:00 ] /www/read/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.009280s ]
[ 2012-03-19T10:15:12+08:00 ] /www/read/ | INFO: Tag[ view_end ] --START--
[ 2012-03-19T10:15:12+08:00 ] /www/read/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.005630s ]
[ 2012-03-19T10:15:12+08:00 ] /www/read/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.005752s ]
