[ 2012-03-20T07:26:10+08:00 ] /www/read/ | INFO: Tag[ app_begin ] --START--
[ 2012-03-20T07:26:10+08:00 ] /www/read/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.144770s ]
[ 2012-03-20T07:26:10+08:00 ] /www/read/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.146327s ]
[ 2012-03-20T07:26:10+08:00 ] /www/read/login | INFO: Tag[ route_check ] --START--
[ 2012-03-20T07:26:10+08:00 ] /www/read/login | INFO: Run CheckRoute Behavior [ RunTime:0.057880s ]
[ 2012-03-20T07:26:10+08:00 ] /www/read/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.058047s ]
[ 2012-03-20T07:26:10+08:00 ] /www/read/login | INFO: Tag[ app_begin ] --START--
[ 2012-03-20T07:26:10+08:00 ] /www/read/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000895s ]
[ 2012-03-20T07:26:10+08:00 ] /www/read/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000997s ]
[ 2012-03-20T07:26:10+08:00 ] /www/read/login | NOTIC: [8] Undefined index:  userName functions.php 第 441 行.
[ 2012-03-20T07:26:10+08:00 ] /www/read/login | NOTIC: [8] Undefined index:  logout functions.php 第 441 行.
[ 2012-03-20T07:26:10+08:00 ] /www/read/login | INFO: Tag[ view_template ] --START--
[ 2012-03-20T07:26:10+08:00 ] /www/read/login | INFO: Run LocationTemplate Behavior [ RunTime:0.026531s ]
[ 2012-03-20T07:26:10+08:00 ] /www/read/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.026636s ]
[ 2012-03-20T07:26:10+08:00 ] /www/read/login | INFO: Tag[ view_parse ] --START--
[ 2012-03-20T07:26:11+08:00 ] /www/read/login | INFO: Run ParseTemplate Behavior [ RunTime:0.461890s ]
[ 2012-03-20T07:26:11+08:00 ] /www/read/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.462099s ]
[ 2012-03-20T07:26:11+08:00 ] /www/read/login | INFO: Tag[ view_filter ] --START--
[ 2012-03-20T07:26:11+08:00 ] /www/read/login | INFO: Run ContentReplace Behavior [ RunTime:0.010722s ]
[ 2012-03-20T07:26:11+08:00 ] /www/read/login | INFO: Run TokenBuild Behavior [ RunTime:0.062006s ]
[ 2012-03-20T07:26:11+08:00 ] /www/read/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.012233s ]
[ 2012-03-20T07:26:11+08:00 ] /www/read/login | INFO: Run ShowRuntime Behavior [ RunTime:0.070899s ]
[ 2012-03-20T07:26:11+08:00 ] /www/read/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.156565s ]
[ 2012-03-20T07:26:11+08:00 ] /www/read/login | INFO: Tag[ view_end ] --START--
[ 2012-03-20T07:26:11+08:00 ] /www/read/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.025259s ]
[ 2012-03-20T07:26:11+08:00 ] /www/read/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.025520s ]
[ 2012-03-20T07:26:23+08:00 ] /www/read/admin | INFO: Tag[ route_check ] --START--
[ 2012-03-20T07:26:23+08:00 ] /www/read/admin | INFO: Run CheckRoute Behavior [ RunTime:0.002170s ]
[ 2012-03-20T07:26:23+08:00 ] /www/read/admin | INFO: Tag[ route_check ] --END-- [ RunTime:0.002318s ]
[ 2012-03-20T07:26:23+08:00 ] /www/read/admin | INFO: Tag[ app_begin ] --START--
[ 2012-03-20T07:26:23+08:00 ] /www/read/admin | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001689s ]
[ 2012-03-20T07:26:23+08:00 ] /www/read/admin | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001795s ]
[ 2012-03-20T07:26:23+08:00 ] /www/read/login | INFO: Tag[ route_check ] --START--
[ 2012-03-20T07:26:23+08:00 ] /www/read/login | INFO: Run CheckRoute Behavior [ RunTime:0.001348s ]
[ 2012-03-20T07:26:23+08:00 ] /www/read/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.001498s ]
[ 2012-03-20T07:26:23+08:00 ] /www/read/login | INFO: Tag[ app_begin ] --START--
[ 2012-03-20T07:26:23+08:00 ] /www/read/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001011s ]
[ 2012-03-20T07:26:23+08:00 ] /www/read/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001141s ]
[ 2012-03-20T07:26:23+08:00 ] /www/read/login | NOTIC: [8] Undefined index:  userName functions.php 第 441 行.
[ 2012-03-20T07:26:23+08:00 ] /www/read/login | NOTIC: [8] Undefined index:  logout functions.php 第 441 行.
[ 2012-03-20T07:26:23+08:00 ] /www/read/login | INFO: Tag[ view_template ] --START--
[ 2012-03-20T07:26:23+08:00 ] /www/read/login | INFO: Run LocationTemplate Behavior [ RunTime:0.002814s ]
[ 2012-03-20T07:26:23+08:00 ] /www/read/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.002914s ]
[ 2012-03-20T07:26:23+08:00 ] /www/read/login | INFO: Tag[ view_parse ] --START--
[ 2012-03-20T07:26:23+08:00 ] /www/read/login | INFO: Run ParseTemplate Behavior [ RunTime:0.025245s ]
[ 2012-03-20T07:26:23+08:00 ] /www/read/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.025357s ]
[ 2012-03-20T07:26:23+08:00 ] /www/read/login | INFO: Tag[ view_filter ] --START--
[ 2012-03-20T07:26:23+08:00 ] /www/read/login | INFO: Run ContentReplace Behavior [ RunTime:0.001830s ]
[ 2012-03-20T07:26:23+08:00 ] /www/read/login | INFO: Run TokenBuild Behavior [ RunTime:0.001838s ]
[ 2012-03-20T07:26:23+08:00 ] /www/read/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001405s ]
[ 2012-03-20T07:26:23+08:00 ] /www/read/login | INFO: Run ShowRuntime Behavior [ RunTime:0.001747s ]
[ 2012-03-20T07:26:23+08:00 ] /www/read/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007104s ]
[ 2012-03-20T07:26:23+08:00 ] /www/read/login | INFO: Tag[ view_end ] --START--
[ 2012-03-20T07:26:23+08:00 ] /www/read/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.005054s ]
[ 2012-03-20T07:26:23+08:00 ] /www/read/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.005172s ]
[ 2012-03-20T07:26:32+08:00 ] /www/read/check | INFO: Tag[ route_check ] --START--
[ 2012-03-20T07:26:32+08:00 ] /www/read/check | INFO: Run CheckRoute Behavior [ RunTime:0.001288s ]
[ 2012-03-20T07:26:32+08:00 ] /www/read/check | INFO: Tag[ route_check ] --END-- [ RunTime:0.001435s ]
[ 2012-03-20T07:26:32+08:00 ] /www/read/check | INFO: Tag[ app_begin ] --START--
[ 2012-03-20T07:26:32+08:00 ] /www/read/check | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000865s ]
[ 2012-03-20T07:26:32+08:00 ] /www/read/check | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000976s ]
[ 2012-03-20T07:26:32+08:00 ] /www/read/check | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.085041s ]
[ 2012-03-20T07:26:32+08:00 ] /www/read/check | SQL: SELECT * FROM `user` WHERE ( `userName` = 'admin' ) AND ( `userPass` = 'admin' ) AND ( `state` = 1 )  [ RunTime:0.002034s ]
[ 2012-03-20T07:26:32+08:00 ] /www/read/index | INFO: Tag[ route_check ] --START--
[ 2012-03-20T07:26:32+08:00 ] /www/read/index | INFO: Run CheckRoute Behavior [ RunTime:0.001273s ]
[ 2012-03-20T07:26:32+08:00 ] /www/read/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.001417s ]
[ 2012-03-20T07:26:32+08:00 ] /www/read/index | INFO: Tag[ app_begin ] --START--
[ 2012-03-20T07:26:32+08:00 ] /www/read/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000899s ]
[ 2012-03-20T07:26:32+08:00 ] /www/read/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001007s ]
[ 2012-03-20T07:26:32+08:00 ] /www/read/index | INFO: Tag[ view_template ] --START--
[ 2012-03-20T07:26:32+08:00 ] /www/read/index | INFO: Run LocationTemplate Behavior [ RunTime:0.001932s ]
[ 2012-03-20T07:26:32+08:00 ] /www/read/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.002056s ]
[ 2012-03-20T07:26:32+08:00 ] /www/read/index | INFO: Tag[ view_parse ] --START--
[ 2012-03-20T07:26:32+08:00 ] /www/read/index | INFO: Run ParseTemplate Behavior [ RunTime:0.022315s ]
[ 2012-03-20T07:26:32+08:00 ] /www/read/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.022424s ]
